trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
734,False,"{'a': 0.1, 'e': 0.7425009695308558}",20,2,-9.810874105359837,"{0: 15, 1: 2, 2: 0, 3: 1, 4: 0}",1
735,False,"{'a': 0.1, 'e': 0.7418307534023283}",25,0,-127.2223331352119,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
736,False,"{'a': 0.1, 'e': 0.7411597954431091}",25,10,-70.73111249956538,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 1}",1
737,False,"{'a': 0.1, 'e': 0.7404880963241562}",25,0,-120.58954665885518,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
738,False,"{'a': 0.1, 'e': 0.7398156567171688}",20,0,-123.33311131433722,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
739,False,"{'a': 0.1, 'e': 0.7391424772945862}",20,0,-61.641635682033964,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
740,False,"{'a': 0.1, 'e': 0.7384685587295879}",25,6,-79.86023751517331,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 1}",1
741,False,"{'a': 0.1, 'e': 0.7377939016960925}",30,20,5.482206122899825,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
742,False,"{'a': 0.1, 'e': 0.7371185068687569}",30,0,-130.91232121693457,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
743,False,"{'a': 0.1, 'e': 0.7364423749229758}",20,0,-2.630797079988757,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
744,False,"{'a': 0.1, 'e': 0.7357655065348812}",25,14,-36.69895650522313,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
745,False,"{'a': 0.1, 'e': 0.7350879023813413}",25,0,-60.378279794817416,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
746,False,"{'a': 0.1, 'e': 0.7344095631399603}",20,0,-47.07658341322491,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
747,False,"{'a': 0.1, 'e': 0.7337304894890774}",20,0,-67.05270550199461,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
748,False,"{'a': 0.1, 'e': 0.7330506821077661}",25,0,-60.923226837580565,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
749,False,"{'a': 0.1, 'e': 0.7323701416758338}",20,1,-32.516586396094084,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
750,False,"{'a': 0.1, 'e': 0.7316888688738209}",35,8,-27.369727840619845,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 0}",1
751,False,"{'a': 0.1, 'e': 0.7310068643830001}",25,0,-143.9219910140951,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
752,False,"{'a': 0.1, 'e': 0.7303241288853757}",25,0,-39.55469191668672,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
753,False,"{'a': 0.1, 'e': 0.7296406630636835}",20,4,-76.13887549333106,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 1}",1
754,False,"{'a': 0.1, 'e': 0.7289564676013889}",30,0,-129.24942505408922,"{0: 19, 1: 3, 2: 4, 3: 3, 4: 1}",0
755,False,"{'a': 0.1, 'e': 0.7282715431826874}",35,15,-57.24533343946842,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
756,False,"{'a': 0.1, 'e': 0.7275858904925034}",30,20,-18.67110392007145,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
757,False,"{'a': 0.1, 'e': 0.7268995102164897}",25,15,-15.118373097897582,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
758,False,"{'a': 0.1, 'e': 0.7262124030410263}",30,12,-75.21893218560882,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
759,False,"{'a': 0.1, 'e': 0.7255245696532202}",20,0,-167.89122981321185,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 4}",0
760,False,"{'a': 0.1, 'e': 0.7248360107409052}",30,0,-101.07670260608138,"{0: 22, 1: 2, 2: 2, 3: 3, 4: 1}",0
761,False,"{'a': 0.1, 'e': 0.7241467269926396}",25,8,-107.70300622893993,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 2}",1
762,False,"{'a': 0.1, 'e': 0.7234567190977075}",20,0,-89.49621513206961,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
763,False,"{'a': 0.1, 'e': 0.7227659877461166}",25,0,-113.62412053418173,"{0: 13, 1: 6, 2: 4, 3: 1, 4: 1}",0
764,False,"{'a': 0.1, 'e': 0.7220745336285981}",25,0,-108.32107272899405,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
765,False,"{'a': 0.1, 'e': 0.7213823574366063}",30,3,-64.51634091244084,"{0: 21, 1: 2, 2: 2, 3: 1, 4: 1}",1
766,False,"{'a': 0.1, 'e': 0.720689459862317}",20,0,5.5534182742492515,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
767,False,"{'a': 0.1, 'e': 0.719995841598628}",20,0,-26.217737138159553,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
768,False,"{'a': 0.1, 'e': 0.7193015033391573}",25,0,-42.01848746079943,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
769,False,"{'a': 0.1, 'e': 0.7186064457782433}",25,1,-160.91901970005688,"{0: 14, 1: 3, 2: 4, 3: 0, 4: 3}",1
770,False,"{'a': 0.1, 'e': 0.7179106696109434}",30,0,-64.92383260289382,"{0: 22, 1: 1, 2: 5, 3: 2, 4: 0}",0
771,False,"{'a': 0.1, 'e': 0.7172141755330337}",25,0,-99.80595705244887,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
772,False,"{'a': 0.1, 'e': 0.7165169642410081}",25,0,-68.86396789538375,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
773,False,"{'a': 0.1, 'e': 0.7158190364320782}",25,0,-82.07026765394508,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
774,False,"{'a': 0.1, 'e': 0.7151203928041714}",20,0,-90.49328739131784,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
775,False,"{'a': 0.1, 'e': 0.7144210340559314}",30,20,9.365352429745235,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
776,False,"{'a': 0.1, 'e': 0.7137209608867168}",25,0,-69.12714153326482,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
777,False,"{'a': 0.1, 'e': 0.7130201739966009}",20,0,-65.49375182467085,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
778,False,"{'a': 0.1, 'e': 0.7123186740863704}",20,13,-24.23449057123944,"{0: 4, 1: 2, 2: 0, 3: 1, 4: 0}",1
779,False,"{'a': 0.1, 'e': 0.7116164618575251}",20,0,-35.0254185970838,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
780,False,"{'a': 0.1, 'e': 0.7109135380122773}",25,0,-67.3120931169989,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
781,False,"{'a': 0.1, 'e': 0.7102099032535507}",30,0,-83.2853133894708,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
782,False,"{'a': 0.1, 'e': 0.7095055582849801}",20,16,8.883607921257996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,False,"{'a': 0.1, 'e': 0.7088005038109104}",20,6,-51.22334713333898,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
784,False,"{'a': 0.1, 'e': 0.7080947405363958}",30,6,-40.83054821130909,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 0}",1
785,False,"{'a': 0.1, 'e': 0.7073882691671998}",20,0,-48.2538759457158,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
786,False,"{'a': 0.1, 'e': 0.7066810904097935}",20,10,-59.53502040124205,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
787,False,"{'a': 0.1, 'e': 0.7059732049713557}",20,2,-89.22422589863903,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 2}",1
788,False,"{'a': 0.1, 'e': 0.7052646135597718}",35,0,-144.508383685499,"{0: 26, 1: 2, 2: 3, 3: 1, 4: 3}",0
789,False,"{'a': 0.1, 'e': 0.704555316883633}",20,0,-61.31823492697484,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
790,False,"{'a': 0.1, 'e': 0.7038453156522362}",30,0,-84.24866227333567,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
791,False,"{'a': 0.1, 'e': 0.7031346105755822}",20,0,-66.67056116881771,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
792,False,"{'a': 0.1, 'e': 0.7024232023643764}",25,11,-15.798510355192017,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
793,False,"{'a': 0.1, 'e': 0.7017110917300267}",20,0,14.597561233668829,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
794,False,"{'a': 0.1, 'e': 0.7009982793846437}",30,8,-27.30338966232646,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
795,False,"{'a': 0.1, 'e': 0.7002847660410397}",25,0,-111.6872664021162,"{0: 16, 1: 1, 2: 4, 3: 4, 4: 0}",0
796,False,"{'a': 0.1, 'e': 0.699570552412728}",20,0,-60.13285049780315,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
797,False,"{'a': 0.1, 'e': 0.6988556392139224}",25,0,-46.66474588717388,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
798,False,"{'a': 0.1, 'e': 0.6981400271595357}",20,6,-19.69992681466519,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.1, 'e': 0.69742371696518}",30,15,-3.235304386391877,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
800,False,"{'a': 0.1, 'e': 0.6967067093471655}",30,0,-79.0008622162236,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
801,False,"{'a': 0.1, 'e': 0.6959890050224996}",25,2,-71.27274240692361,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 2}",1
802,False,"{'a': 0.1, 'e': 0.6952706047088868}",30,15,-28.599390831746742,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
803,False,"{'a': 0.1, 'e': 0.6945515091247272}",35,0,-200.5954019230537,"{0: 24, 1: 0, 2: 5, 3: 3, 4: 3}",0
804,False,"{'a': 0.1, 'e': 0.6938317189891162}",25,0,-136.31151494168245,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
805,False,"{'a': 0.1, 'e': 0.6931112350218442}",30,12,-27.033425255730354,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
806,False,"{'a': 0.1, 'e': 0.6923900579433949}",20,3,-2.8763510626828186,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
807,False,"{'a': 0.1, 'e': 0.6916681884749454}",20,0,-34.73464850757269,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
808,False,"{'a': 0.1, 'e': 0.6909456273383651}",25,0,-85.215607347771,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
809,False,"{'a': 0.1, 'e': 0.6902223752562149}",25,0,-15.849011405717617,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
810,False,"{'a': 0.1, 'e': 0.6894984329517471}",20,6,-23.181131439948174,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
811,False,"{'a': 0.1, 'e': 0.6887738011489036}",25,0,-128.4595941737,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
812,False,"{'a': 0.1, 'e': 0.6880484805723165}",25,1,22.506673052741096,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.1, 'e': 0.6873224719473062}",35,0,-187.01865274642222,"{0: 23, 1: 2, 2: 5, 3: 2, 4: 3}",0
814,False,"{'a': 0.1, 'e': 0.6865957759998812}",25,0,-81.52947003598537,"{0: 20, 1: 0, 2: 1, 3: 3, 4: 1}",0
815,False,"{'a': 0.1, 'e': 0.6858683934567373}",20,4,-82.0684647667787,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 2}",1
816,False,"{'a': 0.1, 'e': 0.6851403250452572}",20,0,-5.220629362843638,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
817,False,"{'a': 0.1, 'e': 0.6844115714935092}",25,0,-105.17743337906398,"{0: 15, 1: 1, 2: 8, 3: 0, 4: 1}",0
818,False,"{'a': 0.1, 'e': 0.6836821335302466}",20,0,-114.65908424534958,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
819,False,"{'a': 0.1, 'e': 0.6829520118849076}",20,5,-33.25455223293527,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
820,False,"{'a': 0.1, 'e': 0.6822212072876136}",20,2,-38.133237607970216,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
821,False,"{'a': 0.1, 'e': 0.6814897204691691}",20,8,22.624926146120607,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.1, 'e': 0.6807575521610609}",30,0,-103.13614568831515,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
823,False,"{'a': 0.1, 'e': 0.6800247030954574}",20,9,-14.165842279862403,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
824,False,"{'a': 0.1, 'e': 0.6792911740052073}",20,10,-32.321744552448216,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
825,False,"{'a': 0.1, 'e': 0.6785569656238399}",35,0,-141.85793611926826,"{0: 24, 1: 4, 2: 4, 3: 0, 4: 3}",0
826,False,"{'a': 0.1, 'e': 0.6778220786855633}",20,0,-80.05108679282021,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
827,False,"{'a': 0.1, 'e': 0.6770865139252646}",25,0,-134.9156387067601,"{0: 17, 1: 1, 2: 3, 3: 2, 4: 2}",0
828,False,"{'a': 0.1, 'e': 0.6763502720785085}",20,0,-23.381949494789133,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
829,False,"{'a': 0.1, 'e': 0.6756133538815365}",30,0,-50.87716034839539,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
830,False,"{'a': 0.1, 'e': 0.6748757600712672}",20,2,-122.10240912404048,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 3}",1
831,False,"{'a': 0.1, 'e': 0.6741374913852938}",20,0,-41.07217934507703,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
832,False,"{'a': 0.1, 'e': 0.6733985485618852}",20,0,-68.98832447116804,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
833,False,"{'a': 0.1, 'e': 0.6726589323399843}",20,0,-131.66548525266822,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",1
834,False,"{'a': 0.1, 'e': 0.671918643459207}",25,16,-25.27934784534637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
835,False,"{'a': 0.1, 'e': 0.6711776826598423}",20,0,3.2875553560279025,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
836,False,"{'a': 0.1, 'e': 0.6704360506828508}",30,12,-36.27203620176819,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
837,False,"{'a': 0.1, 'e': 0.6696937482698646}",20,13,-7.484874476807899,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
838,False,"{'a': 0.1, 'e': 0.6689507761631859}",20,8,-15.030708545537376,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
839,False,"{'a': 0.1, 'e': 0.6682071351057868}",25,0,-61.7155376481076,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
840,False,"{'a': 0.1, 'e': 0.6674628258413082}",20,6,-22.61377418324791,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
841,False,"{'a': 0.1, 'e': 0.6667178491140594}",20,0,-80.76832703318149,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
842,False,"{'a': 0.1, 'e': 0.665972205669017}",25,3,-1.643564264964643,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
843,False,"{'a': 0.1, 'e': 0.6652258962518245}",20,0,-66.76951667658282,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
844,False,"{'a': 0.1, 'e': 0.6644789216087912}",25,10,-67.01626117650277,"{0: 9, 1: 1, 2: 2, 3: 3, 4: 0}",1
845,False,"{'a': 0.1, 'e': 0.6637312824868916}",25,0,-80.02646904585717,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
846,False,"{'a': 0.1, 'e': 0.662982979633765}",20,0,-33.502513705494465,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
847,False,"{'a': 0.1, 'e': 0.6622340137977137}",20,0,-126.35662621822266,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
848,False,"{'a': 0.1, 'e': 0.6614843857277041}",25,0,-9.623672747466252,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
849,False,"{'a': 0.1, 'e': 0.6607340961733636}",20,0,-72.30527161290841,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
850,False,"{'a': 0.1, 'e': 0.6599831458849822}",20,0,-107.77586813812597,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
851,False,"{'a': 0.1, 'e': 0.6592315356135099}",25,0,-12.227420576866797,"{0: 19, 1: 5, 2: 1, 3: 0, 4: 0}",0
852,False,"{'a': 0.1, 'e': 0.6584792661105568}",25,0,-109.33013471115153,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
853,False,"{'a': 0.1, 'e': 0.6577263381283927}",35,18,8.280388178574452,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
854,False,"{'a': 0.1, 'e': 0.656972752419945}",25,9,-38.35055716173434,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 1}",1
855,False,"{'a': 0.1, 'e': 0.6562185097387998}",20,4,-114.63125322517794,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 2}",1
856,False,"{'a': 0.1, 'e': 0.6554636108391995}",20,8,-2.8557032238091105,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
857,False,"{'a': 0.1, 'e': 0.654708056476043}",20,5,-45.596058277890826,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
858,False,"{'a': 0.1, 'e': 0.6539518474048845}",25,9,-2.055251144392277,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
859,False,"{'a': 0.1, 'e': 0.6531949843819332}",20,0,-67.37511022910383,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
860,False,"{'a': 0.1, 'e': 0.6524374681640519}",20,2,-39.109536170606894,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 0}",1
861,False,"{'a': 0.1, 'e': 0.6516792995087568}",20,9,-34.1406573490444,"{0: 5, 1: 3, 2: 3, 3: 0, 4: 0}",1
862,False,"{'a': 0.1, 'e': 0.6509204791742165}",25,0,-48.55409837974283,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
863,False,"{'a': 0.1, 'e': 0.6501610079192514}",25,0,-69.82556770328405,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
864,False,"{'a': 0.1, 'e': 0.6494008865033324}",20,0,-14.60315024232467,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
865,False,"{'a': 0.1, 'e': 0.648640115686581}",20,0,12.566758235644295,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
866,False,"{'a': 0.1, 'e': 0.647878696229768}",25,0,-111.42149223166874,"{0: 17, 1: 2, 2: 2, 3: 3, 4: 1}",0
867,False,"{'a': 0.1, 'e': 0.6471166288943128}",25,7,-20.090327551080122,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
868,False,"{'a': 0.1, 'e': 0.6463539144422826}",35,8,-128.62421525714058,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 3}",1
869,False,"{'a': 0.1, 'e': 0.6455905536363918}",25,0,-83.33454096027737,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
870,False,"{'a': 0.1, 'e': 0.6448265472400012}",20,0,-50.82628869374824,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
871,False,"{'a': 0.1, 'e': 0.6440618960171172}",20,11,-19.91219341455711,"{0: 5, 1: 3, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.1, 'e': 0.6432966007323907}",35,10,-89.57020938546073,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",1
873,False,"{'a': 0.1, 'e': 0.6425306621511171}",20,14,1.0272327703620556,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
874,False,"{'a': 0.1, 'e': 0.6417640810392349}",20,0,-146.28037467380219,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
875,False,"{'a': 0.1, 'e': 0.6409968581633252}",30,9,-115.70531248682212,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 2}",1
876,False,"{'a': 0.1, 'e': 0.6402289942906106}",25,9,-63.43291071840753,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
877,False,"{'a': 0.1, 'e': 0.6394604901889552}",25,1,-78.4858268398717,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
878,False,"{'a': 0.1, 'e': 0.6386913466268629}",25,0,-27.484781227367495,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
879,False,"{'a': 0.1, 'e': 0.6379215643734772}",20,10,-28.5175397784213,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
880,False,"{'a': 0.1, 'e': 0.6371511441985802}",20,14,12.533975497286473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.1, 'e': 0.6363800868725922}",20,0,-179.9138403543905,"{0: 11, 1: 1, 2: 3, 3: 2, 4: 3}",1
882,False,"{'a': 0.1, 'e': 0.6356083931665704}",20,13,-11.430107633099713,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
883,False,"{'a': 0.1, 'e': 0.6348360638522083}",30,0,-55.177054395557,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
884,False,"{'a': 0.1, 'e': 0.6340630997018352}",25,14,-3.1258502342712573,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
885,False,"{'a': 0.1, 'e': 0.6332895014884152}",20,6,-58.88958140504974,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
886,False,"{'a': 0.1, 'e': 0.6325152699855466}",30,0,-61.059353809084776,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
887,False,"{'a': 0.1, 'e': 0.6317404059674607}",30,0,-165.85594905338246,"{0: 18, 1: 1, 2: 7, 3: 2, 4: 2}",1
888,False,"{'a': 0.1, 'e': 0.6309649102090216}",25,0,-79.31027310855028,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 2}",0
889,False,"{'a': 0.1, 'e': 0.6301887834857247}",20,9,-15.97750250605572,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
890,False,"{'a': 0.1, 'e': 0.6294120265736969}",20,0,-44.15101455050694,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
891,False,"{'a': 0.1, 'e': 0.628634640249695}",20,0,-13.817845275852747,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
892,False,"{'a': 0.1, 'e': 0.6278566252911052}",30,12,-81.22432330252781,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
893,False,"{'a': 0.1, 'e': 0.6270779824759424}",25,0,-168.10952551915352,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
894,False,"{'a': 0.1, 'e': 0.6262987125828494}",25,0,-49.20816286280238,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
895,False,"{'a': 0.1, 'e': 0.6255188163910961}",30,0,-102.73901511414225,"{0: 23, 1: 2, 2: 0, 3: 4, 4: 1}",0
896,False,"{'a': 0.1, 'e': 0.6247382946805784}",25,7,15.260499298483179,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.1, 'e': 0.6239571482318181}",25,0,-104.61338097950754,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
898,False,"{'a': 0.1, 'e': 0.6231753778259617}",30,16,-42.13290567065469,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
899,False,"{'a': 0.1, 'e': 0.6223929842447793}",20,4,-64.04157914523618,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
900,False,"{'a': 0.1, 'e': 0.6216099682706645}",20,0,-19.215473048013344,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
901,False,"{'a': 0.1, 'e': 0.6208263306866333}",20,2,-14.714518296151855,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
902,False,"{'a': 0.1, 'e': 0.620042072276323}",30,0,-98.00633548001458,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
903,False,"{'a': 0.1, 'e': 0.6192571938239922}",25,0,10.846675281097115,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
904,False,"{'a': 0.1, 'e': 0.6184716961145192}",20,0,-56.75494299010408,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
905,False,"{'a': 0.1, 'e': 0.6176855799334017}",20,0,-75.33436368633494,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
906,False,"{'a': 0.1, 'e': 0.6168988460667556}",20,0,-78.87336578824791,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
907,False,"{'a': 0.1, 'e': 0.6161114953013149}",20,0,-16.190310203096775,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
908,False,"{'a': 0.1, 'e': 0.6153235284244302}",20,0,-55.12742927050469,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
909,False,"{'a': 0.1, 'e': 0.6145349462240683}",25,10,-44.5291231972436,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
910,False,"{'a': 0.1, 'e': 0.6137457494888116}",35,21,-42.080993632705606,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
911,False,"{'a': 0.1, 'e': 0.6129559390078564}",25,0,-40.75831359049443,"{0: 19, 1: 5, 2: 0, 3: 0, 4: 1}",0
912,False,"{'a': 0.1, 'e': 0.6121655155710133}",20,0,-5.640381388751646,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
913,False,"{'a': 0.1, 'e': 0.6113744799687056}",25,0,-62.961646006188104,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
914,False,"{'a': 0.1, 'e': 0.6105828329919689}",30,1,-46.36110520856084,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 1}",1
915,False,"{'a': 0.1, 'e': 0.6097905754324502}",20,0,-80.02773270843822,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
916,False,"{'a': 0.1, 'e': 0.6089977080824067}",25,0,-100.41938904606153,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
917,False,"{'a': 0.1, 'e': 0.6082042317347061}",20,0,-75.56733701371597,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
